"","timestamp","course.delivered","instructor.communicated","hear","interest","department","verbs","useful","gender","ethnicity","outside.barriers","inside.barriers","what.barriers","position"
"181",2015-03-10,6,6,"Email from the D-Lab mailing list",6,"Sociology",NA,6,"Female/Woman","Not on the form",1,1,NA,NA
"182",2015-03-10,6,5,"Email from another mailing list",7,"Public Policy",NA,5,"Male/Man","White",1,1,NA,NA
"183",2015-03-10,7,7,"Email from the D-Lab mailing list",7,NA,"Challenges: Excel 
Want to learn more about data research basics. ",7,"Female/Woman","Latino/Chicano",5,4,"Content",NA
"184",2015-03-09,7,7,"Email from the D-Lab mailing list",7,NA,"Good format, good to have coverage of both Fact Finder and Social Explorer. And it was actually helpful going back and forth between them, because it made it clearer what's actually in the underlying census data. Thank you!",7,NA,"Decline to state",NA,NA,NA,NA
"185",2015-03-09,4,6,"Email from the D-Lab mailing list",7,"Political Science",NA,5,NA,"Decline to state",NA,NA,NA,NA
"186",2015-03-09,6,6,"Email from the D-Lab mailing list",7,"Political Science","Definitely more work with ArcGIS. I've enjoyed the sessions thus far.",6,"Male/Man","Latino/Chicano",3,3,NA,NA
"187",2015-03-09,4,6,"Found it on the D-Lab website",5,"Public Health","Slower than expected, but received useful information",5,"Female/Woman","African American/Black",3,1,NA,NA
"188",2015-03-09,7,6,"Email from the D-Lab mailing list",7,"Public Health",NA,7,"Female/Woman","Asian American",2,1,NA,NA
"189",2015-03-09,6,6,"Found it on the D-Lab website",7,"African American Studies","Perhaps how to put together a larger dataset from census data (multiple countries, etc.) and organize in STATA!",5,"Male/Man","International",NA,NA,NA,NA
"190",2015-03-09,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","Latino/Chicano",5,3,"Learning materials",NA
"191",2015-03-09,6,7,"Heard about it from a friend/colleague",6,"Public Health",NA,6,"Male/Man","Latino/Chicano",3,1,NA,NA
"192",2015-03-09,5,5,"Email from the D-Lab mailing list",7,"Political Science","More QGIS and Census data trainings that go through actual exercises - super helpful!",6,"Female/Woman","White",NA,NA,NA,NA
"193",2015-03-09,5,6,"Heard about it from a friend/colleague",6,"African American Studies",NA,6,"Male/Man","Latino/Chicano",1,1,NA,NA
"194",2015-03-09,6,5,"Email from the D-Lab mailing list",7,"Political Science",NA,7,"Female/Woman","White",3,1,NA,NA
"195",2015-03-09,7,7,"Found it on the D-Lab website",7,"Political Science","I'm very glad that you hosted a QGIS training alongside an ArcGIS training, because not everyone can run ArcGIS on their machines (I have a Macbook Air) or is able to pay for the license. I really appreciated that this training taught us the same basic skills and knowledge from ArcGIS while using a free and open-source software.",7,"Female/Woman","White",3,1,NA,NA
"196",2015-03-05,4,7,"Email from the D-Lab mailing list",4,NA,NA,3,"Female/Woman","Asian American, White",1,1,NA,NA
"197",2015-03-05,7,7,"Heard about it from a friend/colleague",7,"African American Studies",NA,7,"Female/Woman","African American/Black, International",1,1,NA,NA
"198",2015-03-05,5,6,"Email from another mailing list",6,NA,"I loved the workshop! ",6,"Female/Woman","Latino/Chicano",2,1,NA,NA
"199",2015-03-04,7,7,"Email from the D-Lab mailing list",7,"App Sci & Tech Grad Grp","It would be nice if the questions, ""People may experience barriers to learning or participating in data intensive social science because of their race/ethnicity, gender, social or economic background, or prior exposure. Have you experienced these kinds of barriers?"" and ""Have you experienced these barriers in the D-Lab?"" in this survey have ""n/a"" as an option. ",7,"Female/Woman","Asian American",3,1,"n/a",NA
"200",2015-03-04,6,6,"Don't remember",6,"Public Health",NA,7,"Female/Woman","White",3,1,NA,NA
"201",2015-03-04,6,6,"Heard about it from a friend/colleague",6,"History",NA,5,"Female/Woman","White",3,3,NA,NA
"202",2015-03-03,7,7,"Email from the D-Lab mailing list",7,"Political Science",NA,7,"Female/Woman","Asian American, White",4,3,NA,NA
"203",2015-03-03,5,6,"Email from another mailing list",4,"Education",NA,5,"Female/Woman","Decline to state",1,1,NA,NA
"204",2015-03-03,3,2,"Heard about it from a friend/colleague",4,"Political Science","Adrienne Tanner needs training on teaching.",4,"Male/Man","Decline to state",5,4,"Instructors",NA
"205",2015-03-03,7,7,"Jon Stiles",7,NA,NA,6,"Male/Man","White",1,1,NA,NA
"206",2015-03-02,7,7,"Printed Flyer",7,NA,"testing
",7,"iygig","African American/Black, Asian American, International, Latino/Chicano, Native American/Alaskan Native, White, Not on the form",5,5,"Instructors, Learning materials, Staff, D-Lab students",NA
"207",2015-03-02,7,7,"Email from the D-Lab mailing list",7,"Education","I think it is helpful when possible to have the materials available for review before the training. 

This workshop did this. Made materials available online and that is greatly helpful. Effective use of Github.",7,"Female/Woman","Latino/Chicano",5,4,"Learning materials",NA
"208",2015-03-01,6,6,NA,7,"Sociology",NA,5,"Male/Man","African American/Black",4,2,NA,NA
"209",2015-03-01,7,7,"Email from the D-Lab mailing list",7,"Slavic Languages & Lit",NA,6,"Female/Woman","White",1,1,NA,NA
"210",2015-02-28,7,6,"Found it on the D-Lab website",6,NA,NA,5,"Female/Woman","White",2,1,NA,NA
"211",2015-02-28,7,6,"Email from the D-Lab mailing list",7,"Economics",NA,2,"Female/Woman","Asian American",2,1,NA,NA
"212",2015-02-27,6,2,NA,7,NA,"I know this workshop was off to a bit of a rocky start because of the computer problems and maybe more rushed than usual but it was difficult to follow for a couple of reasons.
1.) The instructor went over the material very rapidly and didn't stop at any point to ask if we had questions.  Pausing and taking questions at the end of each segment or even several times during each segment would have gone a long way to make the material clearer.  He also had another instructor answering questions while he was lecturing, which posed an additional challenge to being able to listen to his lecture while trying to tune out the other instructor who was answering questions simultaneously 

2.) The workshop was advertised as only needing a beginning level of familiarity with Stata.  But the instructor used a lot of terms that aren't necessarily familiar to people with just an introductory level of familiarity with Stata (e.g. macros, local and global elements, LaTex etc.) without taking the time to clearly define what these terms means, why they are of importance, etc. before launching into the details associated with them, which also made the workshop difficult to follow.  Again, slowing down, and not assuming audience familiarity with the content would have gone a long way to promoting a friendlier environment for learning.

The instructor clearly has a lot of knowledge but needs more practice with how to communicate this knowledge to others who are less advanced.
",5,"Female/Woman","Decline to state",3,3,"Instructors",NA
"213",2015-02-27,6,6,"Email from the D-Lab mailing list",6,"Political Science",NA,6,"Male/Man","African American/Black, White",1,1,NA,NA
"214",2015-02-27,7,6,"Email from the D-Lab mailing list",7,"Education",NA,6,"Female/Woman","Decline to state",3,1,NA,NA
"215",2015-02-27,7,6,"Email from the D-Lab mailing list",7,"Political Science","More workshops on R! Thanks",7,"Female/Woman","White",4,1,NA,NA
"216",2015-02-27,6,6,"Email from the D-Lab mailing list",7,"Public Health",NA,6,NA,"Decline to state",NA,NA,NA,NA
"217",2015-02-27,7,7,"Heard about it from a friend/colleague",7,"Public Health",NA,5,"Female/Woman","Asian American",2,1,"Learning materials",NA
"218",2015-02-27,7,6,"Email from the D-Lab mailing list",7,"Sociology","Delivery was a little fast, but good otherwise",7,"Female/Woman","White",3,1,NA,NA
"219",2015-02-27,6,6,"Heard about it from a friend/colleague",6,"Information",NA,6,"Male/Man","White",1,1,NA,NA
"220",2015-02-27,7,7,"Email from the D-Lab mailing list",7,NA,"I like the workshop - Thanks! :)",7,"Female/Woman","International",1,1,"Instructors",NA
"221",2015-02-27,5,6,"Email from the D-Lab mailing list",6,NA,NA,4,NA,"Decline to state",2,1,NA,NA
"222",2015-02-26,2,2,"Found it on the D-Lab website",7,NA,"I attended a part of the intermediate Stata training. As an undergraduate student in political science (exchange), i am rarely confronted to practical data analysis during classes. I had a previous experience in statistics and learnt the basis of Stata on the internet, but I felt really behind during the intermediate Stata workshop, which I think i will take again in April. It would be awesome if you could offer more class providing non-computer scientists basic trainings (even in Excell...) It would make social scientists (especially girls) less afraid of numbers and far from  computers. It is necessary for me -i want to do research- to be able to find basic information on a data set, to manipulate it etc. and it is sometimes depressing and less efficient in the long-run to learn it by oneself on the internet. Thank you very much.",2,"Female/Woman","White",3,1,NA,NA
"223",2015-02-26,7,6,"Email from the D-Lab mailing list",7,"African American Studies",NA,6,"Male/Man","African American/Black",5,NA,NA,NA
"224",2015-02-26,7,7,"Email from another mailing list",7,"Education",NA,7,"Female/Woman","Asian American",1,1,NA,NA
"225",2015-02-26,4,2,"Heard about it from a friend/colleague",4,NA,NA,2,"n/a","n/a",NA,NA,NA,NA
"226",2015-02-26,7,7,"Email from the D-Lab mailing list",7,"Education",NA,7,"n/a","n/a",NA,NA,NA,NA
"227",2015-02-26,7,7,NA,7,"Education",NA,7,"Female/Woman","Latino/Chicano",5,1,NA,NA
"228",2015-02-26,6,6,"Email from the D-Lab mailing list",4,NA,NA,6,"Female/Woman","East Indian ",1,1,NA,NA
"229",2015-02-26,7,7,"Email from the D-Lab mailing list",7,"Political Science",NA,7,"Female/Woman","White",NA,NA,NA,NA
"230",2015-02-26,6,7,NA,6,"Education",NA,6,"Female/Woman","White",2,1,NA,NA
"231",2015-02-26,6,6,NA,6,"Education",NA,6,"Female/Woman","Middle Eastern ",NA,NA,NA,NA
"232",2015-02-26,7,7,"Email from the D-Lab mailing list",7,"Education",NA,7,"n/a","n/a",NA,NA,NA,NA
"233",2015-02-26,7,7,"Email from the D-Lab mailing list",7,"Sociology",NA,7,"Female/Woman","African American/Black",4,1,NA,NA
"234",2015-02-26,7,7,"Heard about it from a friend/colleague",7,"History",NA,7,"n/a","n/a",NA,NA,NA,NA
"235",2015-02-26,7,7,"Email from the D-Lab mailing list",7,"Education","If possible Python intensive/ github trainings during the semester would be great. ",6,"Female/Woman","White",4,1,NA,NA
"236",2015-02-26,6,6,"Email from the D-Lab mailing list",7,NA,NA,6,"Male/Man","Latino/Chicano",1,1,NA,NA
"237",2015-02-26,7,7,"Email from the D-Lab mailing list",7,"Ag & Resource Econ & Pol",NA,7,"Female/Woman","Asian American",1,1,NA,NA
"238",2015-02-26,7,7,"Found it on the D-Lab website",7,"Economics",NA,7,"Female/Woman","White",5,1,NA,NA
"239",2015-02-26,7,7,"Found it on the D-Lab website",7,NA,"Advertise More, people need to know about these. ",7,"Male/Man","White",1,1,NA,NA
"240",2015-02-26,6,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","White",1,1,NA,NA
"241",2015-02-26,7,6,"Heard about it from a friend/colleague",7,"Economics",NA,7,"n/a","n/a",NA,NA,NA,NA
"242",2015-02-26,7,7,"Email from another mailing list",7,"African American Studies",NA,7,"Male/Man","International",1,1,NA,NA
"243",2015-02-26,7,7,"Found it on the D-Lab website",6,"Sociology",NA,6,"n/a","n/a",NA,NA,NA,NA
"244",2015-02-26,7,7,"Email from the D-Lab mailing list",7,NA,"computers didn't work! Very well structure and organized.",7,"Male/Man","White",1,1,"Instructors",NA
"245",2015-02-26,6,7,NA,6,NA,NA,6,"Female/Woman","Asian American",1,1,"Instructors",NA
"246",2015-02-25,2,6,"Email from the D-Lab mailing list",6,"Sociology","In regards to the workshop, I found that it was too grounded in the instructor's own research.  While it was helpful for some examples, it was confusing to have him review their work plan, which was not what he thought was best practices.  His experience was also one example of this type of project, which limited the information for those of us working with other types of data.  At some point he asked about what kind of data people were working with, which would have been a more useful place to start so that he could cover content applicable to a larger range of attendees.",5,"Female/Woman","African American/Black",3,2,"Instructors",NA
"247",2015-02-24,3,3,"Email from the D-Lab mailing list",5,"Public Health","The training was not very well organized. I learned more about the instructor's personal research interests than I did about how I can use GIS for a range of historical projects. I would have liked more details about software use options.",4,"Female/Woman","African American/Black",5,2,NA,NA
"248",2015-02-24,7,4,"Email from the D-Lab mailing list",5,"Education","GIS applications - social theory + spatial mapping",4,"Female/Woman","Not on the form",5,4,"D-Lab students",NA
"249",2015-02-24,6,6,"Email from another mailing list",6,"Public Health",NA,5,"Female/Woman","White",3,1,NA,NA
"250",2015-02-24,6,7,"Email from another mailing list",7,"Public Health",NA,5,NA,"Not on the form",3,1,NA,NA
"251",2015-02-24,5,6,"From Anthro grad student affairs officer",7,"Political Science",NA,3,"Male/Man","Not on the form",5,3,NA,NA
"252",2015-02-24,7,7,"Email from the D-Lab mailing list",7,NA,"Excellently organized presentation",6,"Male/Man","Not on the form",1,1,NA,NA
"253",2015-02-24,7,5,"Heard about it from a friend/colleague",7,NA,NA,6,"Male/Man","Not on the form",2,1,NA,NA
"254",2015-02-24,4,5,"GIF Lab",5,"Env Sci, Policy, & Mgmt",NA,5,"Female/Woman","Not on the form",1,1,NA,NA
"255",2015-02-24,7,7,"Email from the D-Lab mailing list",7,"Public Health",NA,5,"Male/Man","Not on the form",1,1,NA,NA
"256",2015-02-24,7,7,"Found it on the D-Lab website",7,"Music","Great: U-RAP, openrefine.org, historical maps - all new images",6,"Female/Woman","Not on the form",2,1,NA,NA
"257",2015-02-24,7,7,"Found it on the D-Lab website",7,NA,"This was a great overview of the process - segmenting the issues of data cleaning, georectifying, etc.",7,"Female/Woman","Decline to state",3,1,NA,NA
"258",2015-02-24,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,NA,"Decline to state",NA,NA,NA,NA
"259",2015-02-23,7,7,"Email from the D-Lab mailing list",7,NA,NA,7,"Female/Woman","Decline to state",1,1,NA,NA
"260",2015-02-20,6,6,"Professor",7,"Public Health","Unfortunately we had to breeze through the end of the content because so many people asked questions.  It would be great to offer to meet people offline if they are holding up the movement of the workshop.  Although I must say that Zawadi did a great job of answering everyone's questions.  Thanks!",7,"Female/Woman","Latino/Chicano",1,1,NA,NA
"261",2015-02-20,6,7,"Found it on the D-Lab website",6,"Public Health",NA,6,"Male/Man","Asian American",4,2,NA,NA
"262",2015-02-20,7,7,"Found it on the D-Lab website",7,"Env Sci, Policy, & Mgmt",NA,7,"Female/Woman","White",1,1,NA,NA
"263",2015-02-20,7,7,"Found it on the D-Lab website",7,"Sociology",NA,7,"Female/Woman","Latino/Chicano",3,1,NA,NA
"264",2015-02-20,7,6,"Heard about it from a friend/colleague",6,NA,NA,6,NA,"Latino/Chicano",2,1,NA,NA
"265",2015-02-20,7,6,"Email from the D-Lab mailing list",7,"Public Health",NA,7,"Female/Woman","African American/Black",1,1,NA,NA
"266",2015-02-19,7,7,"Email from the D-Lab mailing list",7,"Ag & Resource Econ & Pol","D-Lab is one of the best services I have experienced on campus.  It is such a huge help that I cannot overestimate its contribution to student research.
I wish I had more time to take more courses!",7,"Female/Woman","White",2,1,NA,NA
"267",2015-02-18,4,4,"Email from the D-Lab mailing list",7,"Political Science","I was unable to stay for the entirety of the workshop due to a headache.  (Thus, my answers above should be interpreted as ""N/A"").  I just chose ""4"" since the form requires that I pick a value. I would really appreciate it if I could get a copy of the slides from today's presentation as I am genuinely interested in the topic.
Thank you in advance for your attention to this matter!
~Rosalynn  Vega   (rosalynn@berkeley.edu)",4,"Female/Woman","Asian American, Latino/Chicano, Native American/Alaskan Native",NA,NA,NA,NA
